Date of submission,AISHE ID,Institution Track ID,Application For,Cycle of Accreditation,Name of the College,Date of establishment of the Institution,Name of the Head of the Institution,Designation,Does the college function from Own Campus,Address of the College,State/UT,District,City,Pin,Phone No,Fax No,Mobile No,Registered Email,Alternate Email,Alternate Faculty Contact Details,Address,State/UT_1,Pin_1,Phone No_1,Fax No_1,Mobile No_1,Email,Alternate Email_1,Website,"Has the Institution completed 6 years of existence /
Years of graduation of last two batches",Nature of the college,College Affiliation,"Is the Institution recognized under section 2(f) of the
UGC Act?","Is the Institution recognized under section 12B of the
UGC Act?
If yes, date of recognition by UGC under section
12B along with latest Plan General Development
Grant release letter","Is the institution recognised as an Autonomous
College by the UGC?","Is the institution recognised as a ‘College with
Potential for Excellence (CPE)’ by the UGC?","Is the institution recognised as a ‘College of
Excellence’ by the UGC?","Is the College offering any programmes recognised
by any Statutory Regulatory Authority (SRA)",State,University Name,Male,Female,Transgender,Total,Date of establishment of IQAC,Date of uploading data on MHRD website for AISHE,Name of the University,Does the University function from Own Campus,Address of the University,Alternate Phone No,City_1,Alternate Phone No_1,Nature of the University,Type of University,"If the University is not under the purview of UGC
indicate the parent Ministry / Authority under which it
was established(attach proof)","Is the institution recognised as a ‘University with
Potential for Excellence (CPE)’ by the UGC?","Is the University offering any programmes recognised
by any Statutory Regulatory Authority (SRA)","Whether the Institution is registered in the National
Academic Depository (NAD) system",Old Name of the Institution,,Ol Name of University
03/01/2020,C-25094,RJCOGN106353,Accreditation,Cycle1,ARAVALI INSTITUTE OF TECHNICAL STUDIES,29/06/2008,Dr. HEMANT DHABHAI,Director,Yes,"ARAVALI KNOWLEDGE CAMPUS, UMARDA, UDAIPUR, RAJASTHAN",RAJASTHAN,,UDAIPUR,313003,0294-2650131,0294-2650135,9001275999,info@aravalieducation.org,amit.agrawal@aravalieducation.org,Mr. SACHIN SHARMA IQAC / CIQA coordinator,"ARAVALI KNOWLEDGE CAMPUS, UMARDA, UDAIPUR, RAJASTHAN",RAJASTHAN,313003,0294-2650132,0294-2650134,9694087602,accreditation@aravalieducation.org,a.mathur@aravalieducation.org,www.aravalieducation.org,"Yes
Year1- 2018 Year2- 2019",Private,"Affiliated
(Affiliated PG & Above college)",No,No,No,No,No,Yes,Rajasthan,"Rajasthan Technical
University",718,101,0,819,20/11/2019,15/01/2019 ,,,,,UDAIPUR,,,,,,,,,,
05/11/2019,C-50909,MHCOGN100943,Accreditation,Cycle1,ZEAL INSTITUTE OF MANAGEMENT AND COMPUTER APPLICATION,15/06/2009,Dr. INDU VINAY SHARMA,Director(in-charge),Yes,"S. No 39, Dhayari Road, Narhe, Pune, Maharashtra, India-411041",MAHARASHTRA,,PUNE,411041,020-67206042,020-67206101,9422414023,zeal.zimca@gmail.com,indu.sharma@zealeducation.com,Prof. ABHIJIT KHURAPE IQAC / CIQA coordinator,"S. No. 39, Dhayari Road, Narhe, Pune",MAHARASHTRA,411041,020-67206041,-,9970133672,abhijit.khurape@zealeducation.com,director.zimca@zealeducation.com,www.zimca.in,"Yes
Year1- 2018 Year2- 2019",Private and Self Financing,"Affiliated
(Affiliated PG & Above college)",No,No,No,No,No,Yes,Maharashtra,"Savitribai Phule Pune
University",90,69,,159,05/10/2017,21/02/2019 ,,,,,PUNE,,,,,,,,,,
20/09/2019,C-16703,NLCOGN105310,Accreditation,Cycle1,ZUNHEBOTO GOVT COLLEGE,21/07/1980,Dr. K NISHENA NEKHA,Principal,Yes,Zunheboto Govt. College,NAGALAND,,ZUNHEBOTO,798620,03867-220219,-,6909619375,zgc1980zbto@gmail.com,semajekugha@yahoo.in,Dr. T CHANDRASEKHARAN IQAC / CIQA coordinator,Zunheboto Govt. College,NAGALAND,798620,-,-,8259974851,drthomaschandra@gmail.com,Bsenlkr@gmail.com,www.zunhebotogovtcollege.in,"Yes
Year1- 2018 Year2- 2019",Government,"Affiliated
(Affiliated UG College)","Yes
29/01/1999
View Document","Yes
24/01/2008
View Document",No,No,No,No,Nagaland,Nagaland University,,,,,30/10/2006,27/02/2019 ,,,,,ZUNHEBOTO,,,,,,,No,,,
31/05/2023,C-14000,MHCOGN114203,Accreditation,Cycle1,TATYASAHEB KORE DENTAL COLLEGE AND RESEARCH CENTRE,02/07/2002,Dr. HARISH KULKARNI,Principal,Yes,"Mahatma Gandhi Hospital Campus, New Pargaon.",MAHARASHTRA,KOLHAPUR,NEW PARGAON,416113,0230-2477081,-,9890246850,iqactkdc@gmail.com,tkdentalcollege@gmail.com,Dr. SURYAKANT METKARI IQAC / CIQA coordinator,"Staff Quarter No 7, Mahatma Gandhi Hospital Campus, New Pargaon",MAHARASHTRA,416113,0230-2477082,-,9823580009,suryakantmetkari@gmail.com,naactkdc@gmail.com,www.tkdc.org,"Yes
Year1- 2021 Year2- 2022",Private,"Affiliated
(Dental college)",No,No,No,No,No,Yes,Maharashtra,"Maharashtra University of
Health Sciences",77,228,0,305,01/03/2019,15/02/2023 ,,,,,NEW PARGAON,,,,,,,,,,
13/05/2019,C-18316,MHCOGN11258,Accreditation,Cycle3 Cycle Date Grade Score 1 03/05/2004 C 56.00 2 27/03/2011 B 2.16 3 08/01/2020 C 1.96,"YASHWANT COLLEGE, SELU",20/07/1972,Dr. VIJAY R. BOBDE,Principal,Yes,"Near APMC, Sukali Station Road, Selu, Dist. Wardha",MAHARASHTRA,,SELU,442104,07155-220227,-,9850307101,principalymseloo@gmail.com,,Mr. ARJUN N. KHOBRAGADE IQAC / CIQA coordinator,,MAHARASHTRA,442001,-,-,9960659354,khobragadean07@gmail.com,,www.ymseloo.edu.in,"Yes
Year1- 2017 Year2- 2018",Grant-in-aid,"Affiliated
(Affiliated UG College)","Yes
03/12/1993
View Document","Yes
18/05/1998
View Document",No,No,No,No,Maharashtra,"The Rashtrasant Tukadoji
Maharaj Nagpur University",150,254,0,404,01/01/2005,13/02/2019 ,,,,,SELU,,,,,,,,,,
12/11/2018,C-21405,JKCOGN11424,Accreditation,Cycle3 Cycle Date Grade Score 1 16/09/2004 A 86.10 2 05/07/2012 A 3.31 3 14/06/2019 B+ 2.69,GOVT. COLLEGE FOR WOMEN,01/03/1950,Prof. SHAHEEN ALTAF,Principal,Yes,Moulana Azad Road Srinagar,JAMMU AND KASHMIR,,SRINAGAR,190001,0194-2479432,0194-2478259,9419012127,iqac@gcwmaroad.edu.in,iqacwc@gmail.com,Dr. MEHNAZ SHIEKH IQAC / CIQA coordinator,"Department of Home Science , Govt.",JAMMU AND KASHMIR,190001,-,-,9419078570,mehnaz8204@gmail.com,bilal.beigh@cusrinagar.edu.in,www.gcwmaroad.org,"Yes
Year1- 2016 Year2- 2017",Government,"Affiliated
(Affiliated PG & Above college)","Yes
19/03/1956
View Document","Yes
19/03/1956
View Document",No,No,No,No,"Jammu And
Kashmir",University of Kashmir,66,5419,0,5485,04/09/2003,14/07/2018 ,,,,,SRINAGAR,,,,,,,,,,
19/11/2019,C-21637,CGCOGN104447,Accreditation,Cycle1,GOVT. SUKHRAM NAGE COLLEGE NAGRI,04/09/1984,Dr. AMITABH BANERJEE,Principal,Yes,"Government Sukhram Nage College Nagri Village-Chipali, Block-Nagri District- Dhamtari(C.G.) - 493778",CHHATTISGARH,,NAGRI,493778,07700-251218,-,9425510098,gcnagri@gmail.com,,Mr. MANOJ KUMAR SHARMA IQAC / CIQA coordinator,"Government Sukhram Nage College, Nagri",CHHATTISGARH,493778,07700-9826555026,-,9826555026,sharmanagri@gmail.com,,www.gcnagri.ac.in,"Yes
Year1- 2018 Year2- 2019",Government,"Affiliated
(Affiliated PG & Above college)","Yes
19/12/1991
View Document","Yes
01/03/1992
View Document",No,No,No,No,Chhattisgarh,"Pt. Ravishankar Shukla
University",454,745,0,1199,26/11/2013,12/01/2019 ,,,,,NAGRI,,,,,,,,,,
31/05/2023,C-58007,KACOGN114726,Accreditation,Cycle1,SURANA COLLEGE,27/06/2017,Dr. RAMYA R,Principal,Yes,"No. 167, 5th Main Road, Industrial Suburb, Peenya 2nd Stage (Behind FTI), Near ESIC Hospital",KARNATAKA,BANGALORE URBAN,BANGALORE,560022,080-23370056,-,9886820741,principal@suranacollegepeenya.edu.in,iqac@suranacollegepeenya.edu.in,Dr. AJAY IQAC / CIQA coordinator,"No. 167, 5th Main Road, Industrial Suburb, Peenya 2nd Stage (Behind FTI), Near ESIC Hospital",KARNATAKA,560022,080-23370057,-,9945217021,ajay.r@suranacollegepeenya.edu.in,suranacollege2017@gmail.com,www.suranacollegepeenya.edu.in,"Yes
Year1- 2021 Year2- 2022",Private and Self Financing,"Affiliated
(Affiliated/Constituent Colleges)",No,No,No,No,No,No,Karnataka,Bangalore University,284,209,1,494,28/06/2017,20/12/2022 ,,,,,BANGALORE,,,,,,,,,,
30/06/2024,C-60016,MHCOGN115464,Accreditation,Cycle1,NEW BHAGWAN ARTS COMMERCE AND SCIENCE COLLEGE TANPURWADI TAL PATHARDI,01/01/2018,Mr. FUNDE SANJAY RAMRAO,Director,Yes,"tanpurwadi, tal. pathardi, dist. ahmednagar",MAHARASHTRA,AHMEDNAGAR,PATHARDI,414102,02412-595900,-,9370767548,newbhagwan.iqac66@gmail.com,funde.san66@gmail.com,Mr. GARJE ABHIJIT NARAYAN IQAC / CIQA coordinator,"pathardi, tal. pathardi, dist. ahmednagar",MAHARASHTRA,414102,-,-,9850389096,abhigarje2014@gmail.com,newbhagwan66@gmail.com,newbhagwancollege.com,"Yes
Year1- 2023 Year2- 2024",Private,"Affiliated
(Affiliated/Constituent Colleges)",No,No,No,No,No,No,Maharashtra,"Savitribai Phule Pune
University",529,218,0,747,12/07/2023,05/02/2024 ,,,,,PATHARDI,,,,,,,,,,
30/03/2023,C-41832,MHCOGN114062,Accreditation,Cycle1,"SHRI WAGHESHWAR GRAMVIKAS PRATISHTHAN SANCHALIT SHRI VASANTRAO PHARATE PATIL ARTS, COMMERCE AND SCIENCE COLLEGE MANDAVGAN PHARATA",29/08/2009,Mr. DHANAJI CHAMAKRAO KURUMKAR,Principal(in-charge),Yes,At Post- Mandavgan Pharata Tal - Shirur Dist-Pune,MAHARASHTRA,PUNE,SHIRUR,412211,02137-262222,02137-262222,9021220952,acscollege09@gmail.com,pravinkurumkar@gmail.com,Mr. RAMESH AMBRUSHI SHITOLE IQAC / CIQA coordinator,At Post- SVPP College Mandavgan Pharata Tal- Shirur Dist-Pune,MAHARASHTRA,412211,02137-262111,02137-262111,9763456864,rssramesh7@gmail.com,svppiqac01@gmail.com,www.svppcollege.com,"Yes
Year1- 2021 Year2- 2022",Self Financing,"Affiliated
(Affiliated/Constituent Colleges)","Yes
01/04/2022
View Document","Yes
01/04/2022
View Document",No,No,No,No,Maharashtra,"Savitribai Phule Pune
University",,,,,21/06/2017,25/12/2022 ,,,,,SHIRUR,,,,,,,,,,
27/06/2024,C-62449,MHCOGN117065,Accreditation,Cycle1,"PES'S MODERN COLLEGE OF ARTS, SCIENCE AND COMMERCE,WARJE,PUNE",15/06/2019,Dr. VARSHA MAKARAND BAPAT,Principal,Yes,"Survey No. 117, Popular Nagar, New Mumbai-Bangalore Highway, Opposite Mai Mangeshkar Hospital, Warje, Pune - 411058",MAHARASHTRA,PUNE,PUNE,411058,020-25237755,-,9890210715,mcascwarje@gmail.com,varshabapatoct2@gmail.com,Ms. PRIYA VYANKATESH SAMAK IQAC / CIQA coordinator,"Survey no. 117, Popular Nagar, New Mumbai-Bangalore Highway, Opposite Mai Mangeshkar Hospital, Warje, Pune - 411058",MAHARASHTRA,411058,-,-,7588286597,priya.samak@gmail.com,modernwarje22@gmail.com,www.pesmodernwarje.com,"Yes
Year1- 2023 Year2- 2024",Self Financing,"Affiliated
(Affiliated/Constituent Colleges)",No,No,No,No,No,No,Maharashtra,"Savitribai Phule Pune
University",101,85,0,186,21/03/2024,13/02/2024 ,,,,,PUNE,,,,,,,,,,
29/06/2024,C-25363,APCOGN13564,Accreditation,Cycle3 Cycle Date Grade Score 1 28/03/2008 B 2.07 2 17/03/2016 B 2.04 3 16/01/2025 B 2.22,GOVERNMENT DEGREE COLLEGE TIRUVURU,18/01/1978,Dr. M SUSEELA RAO,Principal,Yes,"GOVERNMENT DEGREE COLLEGE, TIRUVURU KRISHNA DISTRICT",ANDHRA PRADESH,KRISHNA,TIRUVURU,521235,08673-252067,08673-252067,9491716380,gdcjkc.tiruvuru@gmail.com,iqacgdctiruvuru@gmail.com,Mr. D RAGHURAM PRASAD IQAC / CIQA coordinator,,ANDHRA PRADESH,521235,08673-9182750027,08673-252066,9182750027,raghuramprsd672@gmail.com,msuseelarao@gmail.com,www.gdctiruvuru.ac.in,"Yes
Year1- 2023 Year2- 2024",Government,"Affiliated
(Affiliated/Constituent Colleges)","Yes
21/03/1996
View Document","Yes
21/03/1996
View Document",No,No,No,No,"Andhra
Pradesh",Krishna University,101,86,0,187,18/07/2008,17/02/2024 ,,,,,TIRUVURU,,,,,,,,,,
30/11/2017,C-17658,BRCOGN100901,Accreditation,Cycle1,MAHILA COLLEGE KHAGARIA,01/01/1973,Dr.KIRAN MALA VERMA,Principal(in-charge),Yes,At-Baluahi PO-Koshi College,BIHAR,,KHAGARIA,851205,6244-223065,06244-223065,9431455542,mahilacollegekhagaria1973@gmail.com,sobharani.khagaria@gmail.com,Dr.SOBHA RANI IQAC / CIQA coordinator,"Dr.Sobha Rani House of Sri Raghvendra Prasad Singh. In front of Curcuit House,Khagaria-851205.",BIHAR,851205,06244-222056,6244-222056,9431651687,kiranmalaverma886@gmail.com,,www.mcollegekhagaria.org,"Yes
Year1- 2015 Year2- 2016",Government and Constituent,"Affiliated
(Affiliated UG College)","Yes
08/04/1992
View Document","Yes
08/04/1992
View Document",No,No,No,No,Bihar,T.M. University,0,580,0,580,13/03/2014,13/04/2017 ,,,,,KHAGARIA,,,,,,,No,,,
21/12/2023,C-48177,KLCOGN112165,Accreditation,Cycle1,VISAT ENGINEERING COLLEGE,22/08/2011,Dr. ANOOP K J,Principal,Yes,"VISAT Engineering College, Mutholapuram P.O. ,Elanji.",KERALA,ERNAKULAM,PIRAVOM,686665,0485-2259900,-,9020209030,office@visat.ac.in,principal@visat.ac.in,Prof. SUBIN P.S. IQAC / CIQA coordinator,"VISAT Engineering College, Mutholapuram P.O., Elanji.",KERALA,686665,04852-259999,-,9895873438,registrar@visat.ac.in,iqac@visat.ac.in,www.visat.in,"Yes
Year1- 2022 Year2- 2023",Self Financing,"Affiliated
(Affiliated/Constituent Colleges)",No,No,No,No,No,Yes,Kerala,"A.P.J. Abdul Kalam
Technological University",217,85,0,302,07/08/2019,18/05/2023 ,,,,,PIRAVOM,,,,,,,,,,
08/11/2023,C-60673,MHCOGN115652,Accreditation,Cycle1,DURGAMATA BAHUUDDESHIYA KRIDA AND SHAIKASHANIK SANSTHA'S ISHWAR DESHMUKH INSTITUTE OF PHARMACY,19/07/2003,Dr. RANAJIT DAMODHAR TIJARE,Principal,Yes,White Building Near New Bus- Stand,MAHARASHTRA,YAVATMAL,DIGRAS,445203,07234-7795767999,07234-222574,7795767999,idiop.digras@gmail.com,ranajit_m786@rediffmail.com,Mr. VISHAL RAMDAS TAGALPALLEWAR IQAC / CIQA coordinator,"Ganti baba Temple Area, Tq. Digras",MAHARASHTRA,445203,07234-9916030429,07234-222574,8830121165,vtvishal086@gmail.com,ranajitmpharm@gmail.com,https://ishwarpharmacyinstitute.org,"Yes
Year1- 2021 Year2- 2022",Private,"Affiliated
(Affiliated/Constituent Colleges)",No,No,No,No,No,Yes,Maharashtra,"Sant Gadge Baba Amravati
University",147,136,0,283,31/08/2018,26/12/2022 ,,,,,DIGRAS,,,,,,,,,,
28/12/2023,C-8040,KLCOGN102608,Accreditation,Cycle2 Cycle Date Grade Score 1 20/05/2019 A 3.11 2 21/09/2024 A++ 3.59,AMAL COLLEGE OF ADVANCED STUDIES,22/07/2005,Dr. ZACARIA T V,Principal,Yes,"Santhigramam,Myladi,Eranhimangad Post,Malappuram District",KERALA,MALAPPURAM,NILAMBUR,679329,04931-207055,-,9995042688,amalcollege@gmail.com,principal@amalcollege.ac.in,Dr. SHIHABUDHEEN N IQAC / CIQA coordinator,,KERALA,679329,091-9846554084,-,7012602279,iqac@amalcollege.ac.in,drshihab@amalcollege.ac.in,www.amalcollege.ac.in,"Yes
Year1- 2022 Year2- 2023",Grant-in-aid,"Affiliated
(Affiliated/Constituent Colleges)","Yes
04/07/2013
View Document","Yes
04/07/2013
View Document",No,No,No,No,Kerala,University Of Calicut,805,895,0,1700,13/07/2013,10/02/2023 ,,,,,NILAMBUR,,,,,,,,,,
20/06/2018,C-33805,MHCOGN101701,Accreditation,Cycle1,ATHARVA INSTITUTE OF MANAGEMENT STUDIES,31/10/2002,Dr. SUJATA PANDEY,Director,Yes,"AET Campus, Malad Marve Road,Charkop Naka, Malad West, Mumbai-400095",MAHARASHTRA,,MUMBAI,400095,022-40294949,022-40294949,9619520027,info@atharvaims.edu.in,sujata.pandey@atharvaims.edu.in,Dr. SHUBHI LALL AGARWAL IQAC / CIQA coordinator,"AET Campus, Malad Marve Road, Charkop Naka, Malad West, Mumbai-400095",MAHARASHTRA,400095,022-40294949,022-40294949,9320844664,shubhi.lall@atharvaims.edu.in,shubhilall@gmail.com,www.atharvaims.edu.in,"Yes
Year1- 2016 Year2- 2017",Private and Self Financing,"Affiliated
(Affiliated PG & Above college)",No,No,No,No,No,Yes,Maharashtra,University of Mumbai,261,147,,408,02/09/2017,29/01/2018 ,,,,,MUMBAI,,,,,,,,,,
19/10/2023,C-8129,KLCOGN115678,Accreditation,Cycle1,LITTLE FLOWER INSTITUTE OF SOCIAL SCIENCES AND HEALTH(LISSAH),19/03/2003,Dr. BENNY JOSEPH,Principal,Yes,Kaithapoyil (PO) Kozhikode,KERALA,KOZHIKODE,THAMARASSERY,673586,0495-2232085,-,7025385135,naac@lissah.com,iqac@lissah.com,Mr. SUBIN VARGHESE IQAC / CIQA coordinator,Assistant Professor Department of English Little Flower Institute of Social Sciences And Health (LISSAH),KERALA,673586,0495-2234129,0495-2234129,8089370344,principal@lissah.com,subinvarghese@lissah.com,www.lissah.com,"Yes
Year1- 2022 Year2- 2023",Self Financing,"Affiliated
(Affiliated/Constituent Colleges)",No,No,No,No,No,No,Kerala,University Of Calicut,173,537,0,710,24/01/2020,08/02/2023 ,,,,,THAMARASSERY,,,,,,,,,,
08/12/2017,C-43155,MHCOGN80209,Accreditation,Cycle2 Cycle Date Grade Score 1 15/09/2012 B 2.63 2 30/11/2018 B++ 2.8,"ABASAHEB PARVEKAR MAHAVIDYALAY,YAVATMAL",22/08/1983,Dr.UDAY V NAVALEKAR,Principal,Yes,"Abasaheb Parvekar Mahavidyalaya,Near Power house, Pandharkawda road, Yavatmal",MAHARASHTRA,,YAVATMAL,445001,07232-250029,07232-250056,9372650452,apmv.ytl@gmail.com,parvekar417@gmail.com,Dr.K.O.MANDGAONKAR IQAC / CIQA coordinator,"Radhakrishana Shivneri society, Arni naka, Yavatmal",MAHARASHTRA,445001,-,-,7774874444,krishnakumar_020@rediffmail.com,uday_navalekar@yahoo.co.in,www.apmvy.org,"Yes
Year1- 2015 Year2- 2016",Grant-in-aid,"Affiliated
(Affiliated PG & Above college)","Yes
27/05/2006
View Document","Yes
27/05/2006
View Document",No,No,No,No,Maharashtra,"Sant Gadge Baba Amravati
University",362,161,,523,26/07/2012,02/05/2017 ,,,,,YAVATMAL,,,,,,,,,,
20/06/2019,C-29601,BRCOGN104219,Accreditation,Cycle1,NEHRU COLLEGE,05/06/1979,Dr. MD. ZAMIRUL ALAM,Principal(in-charge),Yes,"Nehru College, Shafqatnagar, P.O. Bahadurganj, Pin-855101",BIHAR,,BAHADURGANJ,855101,06456-243348,06456-,9431232044,nehrucollegebnmu@gmail.com,zamirulalam@gmail.com,Mr. PINAKI RANJAN DAS IQAC / CIQA coordinator,"Nehru College, Shafqatnagar, P.O. Bahadurganj, Dist. Kishanganj",BIHAR,855101,-,-,9475477965,mepinaki1@gmail.com,,www.thenehrucollege.org,"Yes
Year1- 2017 Year2- 2018",Government,"Affiliated
(Affiliated UG College)","Yes
09/02/1982
View Document",No,No,No,No,No,Bihar,Purnea University,606,552,0,1158,02/01/2019,11/04/2019 ,,,,,BAHADURGANJ,,,,,,,,,,
06/12/2017,C-19730,TSCOGN027504,Accreditation,Cycle1,AVANTHI INSTITUTE OF ENGINEERING & TECHNOLOGY,01/01/2005,Dr.MOHAMMED YOUSUF ALI,Principal,Yes,"GUNTHAPALLY(V),ABDHULLAPURMET(M),R R DIST,HYDERABAD",TELANGANA,,HYDERABAD,501512,08415-309455,040-66781220,9704755509,principal.avanthi@gmail.com,director.avanthi@gmail.com,Mr.K A L GANDHI Associate Professor,"GUNTHAPALLY(V),ABDHULLAPURMET(M),R R DIST,HYDERABAD",TELANGANA,501512,-,-,9491123682,kalgandhi22@gmail.com,sagarchoudary03@gmail.com,www.aietg.ac.in,"Yes
Year1- 2016 Year2- 2017",Self Financing,"Affiliated
(Affiliated PG & Above college)",No,No,No,No,No,Yes,Telangana,"Jawaharlal Nehru
Technological University",1120,524,0,1644,02/01/2015,12/03/2016 ,,,,,HYDERABAD,,,,,,,No,,,
11/01/2024,C-48099,KLCOGN115365,Accreditation,Cycle1,ST.JOSEPH'S COLLEGE OF PHARMACY,04/11/2004,Dr. DAISY P A,Principal,Yes,"DHARMAGIRI COLLEGE CAMPUS, NAIPUNNYA ROAD",KERALA,ALAPPUZHA,CHERTHALA,688524,0478-2821546,0478-2821548,9846144409,principal@sjpharmacycollege.org,bjg712@gmail.com,Dr. BOBY JOHNS G Professor,"PROFESSOR AND HEAD, DEPT OF PHARMACEUTICS, ST. JOSEPHS COLLEGE OF PHARMACY, DHARMAGIRI COLLEGE CAMPUS",KERALA,688524,,0478-2821548,9846607220,bobyacademics@gmail.com,daisy.augustine007@gmail.com,www.sjpharmacycollege.com,"Yes
Year1- 2021 Year2- 2022",Private and Self Financing,"Affiliated
(Affiliated/Constituent Colleges)",No,No,No,No,No,Yes,Kerala,"Kerala University of Health
Sciences",61,350,0,411,07/06/2022,06/01/2023 ,,,,,CHERTHALA,,,,,,,,,,
15/02/2024,C-13182,RJCOGN11465,Accreditation,Cycle4 Cycle Date Grade Score 1 16/09/2004 B++ 82.05 2 27/03/2011 B 2.63 3 30/10/2017 A 3.02 4 03/10/2024 B+ 2.67,"S.D.GOVERNMENT COLLEGE,BEAWAR",01/07/1955,Prof. REKHA MANDOWARA,Principal,Yes,"TODGARH ROAD, BEAWAR",RAJASTHAN,AJMER,BEAWAR,305901,01462-224548,-,6367008117,sdcollegebeawar@gmail.com,rekhamandowara@yahoo.com,,"S.D. Government College, Beawar",RAJASTHAN,305901,-,-,6367008117,meenakshisaxena0311@gmail.com,verendrasbhati@gmail.com,hte.rajasthan.gov.in/college/gcbeawar,"Yes
Year1- 2022 Year2- 2023",Government,"Affiliated
(Affiliated/Constituent Colleges)","Yes
01/07/1970
View Document","Yes
30/03/2015
View Document",No,No,No,No,Rajasthan,"Maharishi Dayanand
Saraswati University",2016,1966,0,3982,01/07/2004,28/02/2024 ,,,,,BEAWAR,,,,,,,,SD GOVT COLLEGE BEAWAR View Document,,
24/06/2024,U-0698,RJUNGN116886,Accreditation,Cycle1,,25/09/2013,Dr. Rajeev Mathur,Vice Chancellor,,,Rajasthan,,Abu Road,307026,02974-8875300999,,9166609777,president@madhavuniversity.edu.in,registrar@madhavuniversity.edu.in,Dr. Rajendra Singh Chundawat IQAC / CIQA coordinator,NH-27 P.O- Bharja (Abu Road) Tehsil- Pindwara Dist- Sirohi,Rajasthan,307026,-,,9829982192,iqac@madhavuniversity.edu.in,rchundawat@madhavuniversity.edu.in,www.madhavuniversity.edu.in,"Yes
Year1- 2023 Year2- 2024",,,"Yes
02/09/2016
View Document",No,,,,,,,2726,849,0,3575,02/07/2021,05/04/2024 ,MADHAV UNIVERSITY,Yes,"NH-27 P.O- Bharja (Abu Road), Tehsil- Pindwara Dist- Sirohi",-,Abu Road,-,"State Private University
View Document","Unitary
Specific type of University
(Health Sciences University)",No,No,Yes,,,,
19/12/2022,C-9828,KACOGN113383,Accreditation,Cycle1,VIDYODAYA LAW COLLEGE,26/08/1958,Dr. NARAYANASWAMY. A,Principal(in-charge),Yes,"Vidyodaya Law College, B.H. Road, Tumakuru , Karnataka - 572102",KARNATAKA,TUMKUR,TUMKUR,572102,0816-2278243,-,9844085490,vidyodayalawcollege@gmail.com,naacvlc2021@gmail.com,Mr. NATARAJA G.Y IQAC / CIQA coordinator,"Nataraja G Y Assistant Professor, Vidyodaya Law College, Tumkur. Karnataka",KARNATAKA,572102,0816-227843,-,9845740462,natarajagy@gmail.com,kishorped@gmail.com,www.vidyodayalawcollege.in,"Yes
Year1- 2020 Year2- 2021",Grant-in-aid,"Affiliated
(Law UG College)","Yes
10/08/1989
View Document","Yes
10/08/1989
View Document",No,No,No,Yes,Karnataka,"Karnataka State Law
University",537,364,0,901,06/02/2017,03/03/2022 ,,,,,TUMKUR,,,,,,,,,,
23/03/2023,C-32869,DLCOTE15033,Accreditation,Cycle2 Cycle Date Grade Score 1 21/02/2014 B 2.53 2 29/02/2024 B 2.4,PRADEEP MEMORIAL COMPREHENSIVE COLLEGE OF EDUCATION,10/08/2000,Dr. BHARTI DIMRI,Principal,Yes,"Pratap Vihar Kirari Extn., Nangloi",DELHI,WEST DELHI,DELHI,110086,011-7290037804,-,9811626662,pmc_coll@yahoo.com,bhartinavjit@gmail.com,Dr. SUNIL KUMAR PANDEY IQAC / CIQA coordinator,Pradeep Memorial Comprehensive College of Education,DELHI,110086,-7011944401,-,7011944401,kumarsunilpandey@yahoo.com,,http://www.pmcce.org,"Yes
Year1- 2019 Year2- 2020",Self Financing,"Affiliated
(Teacher Education Institutions)",No,No,No,No,No,Yes,Delhi,"Guru Gobind Singh
Indraprashtha University",9,94,0,103,01/08/2012,21/12/2022 ,,,,,DELHI,,,,,,,,,,
29/06/2024,C-41776,MHCOGN101655,Accreditation,Cycle2 Cycle Date Grade Score 1 04/03/2019 B+ 2.73,"NSCT'S INSTITUTE OF MANAGEMENT SCIENCE, PIMPRI(BK)",15/06/2009,Dr. WALVEKAR SHUBHANGI PRAVIN,Director,Yes,"Nav Sahyadri Charitable Trusts Institute of Management Science, At Post- Pimpri Bk, Payeet Road, Taluka-Khed Dist- Pune Pincode-410505",MAHARASHTRA,PUNE,PUNE,410505,02135-278723,02135-203483,8830269106,imspimpri2017@gmail.com,nsct2006pune@gmail.com,Ms. BHUJBAL SONALI DINKAR IQAC / CIQA coordinator,,MAHARASHTRA,410505,02135-278424,02135-278725,9657075506,bhujbals7722@gmail.com,tilekarsheetal@gmail.com,www.imspimpri.com,"Yes
Year1- 2022 Year2- 2023",Self Financing,"Affiliated
(Affiliated/Constituent Colleges)",No,No,No,No,No,Yes,Maharashtra,"Savitribai Phule Pune
University",150,39,0,189,07/05/2018,Not Found,,,,,PUNE,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maharashtra,"Savitribai Phule Pune
University",,,,,,,,,,,,,,,,,,,,,
